Goiás;Júnior Brandão;ATA;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Marcinho;MEI;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Thalles;MEI;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Ratinho;MEI;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Figueira;MEI;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Vinícius;ATA;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Felipe Mosquete;GOL;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Iago Mendonça;ZAG;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Alan;ZAG;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Rafael Barbosa;MEI;Reserva;0;0;0;0;0;0;0;0;0
Goiás;Rafael Vaz;ZAG;Titular;0;0;0;0;0;0;0;0;0
Goiás;Tadeu;GOL;Titular;0;0;0;0;0;0;0;0;0
Goiás;Claudinei Oliveira;TEC;Titular;0;0;0;0;0;0;0;0;0
Goiás;Yago Felipe;MEI;Titular;0;0;0;0;0;0;0;0;0
Goiás;Daniel Guedes;LAT;Titular;0;0;0;0;0;0;0;0;0
Goiás;Giovanni Augusto;MEI;Titular;0;0;0;0;0;0;0;0;0
Goiás;Geovane;MEI;Titular;0;0;0;0;0;0;0;0;0
Goiás;Yago;ZAG;Titular;0;0;0;0;0;0;0;0;0
Goiás;Leandro Barcia;ATA;Titular;0;0;0;0;0;0;0;0;0
Goiás;Jefferson;LAT;Titular;0;0;0;0;0;0;0;0;0
Goiás;Michael;ATA;Titular;0;0;0;0;0;0;0;0;0
Goiás;Kayke;ATA;Titular;0;0;0;0;0;0;0;0;0
