Santos;Kaique Rocha;ZAG;Reserva;0;0;0;0;0;0;0;0;0
Santos;Kaio Jorge;ATA;Reserva;0;0;0;0;0;0;0;0;0
Santos;Anderson Ceará;MEI;Reserva;0;0;0;0;0;0;0;0;0
Santos;Wagner Leonardo;ZAG;Reserva;0;0;0;0;0;0;0;0;0
Santos;Sandry;MEI;Reserva;0;0;0;0;0;0;0;0;0
Santos;Bruninho;ATA;Reserva;0;0;0;0;0;0;0;0;0
Santos;Vanderlei;GOL;Reserva;0;0;0;0;0;0;0;0;0
Santos;Jobson;MEI;Reserva;0;0;0;0;0;0;0;0;0
Santos;Caju;LAT;Reserva;0;0;0;0;0;0;0;0;0
Santos;Evandro;MEI;Reserva;0;0;0;0;0;0;0;0;0
Santos;Bryan Ruíz;MEI;Reserva;0;0;0;0;0;0;0;0;0
Santos;Jorge;LAT;Titular;0;0;0;0;0;0;0;0;0
Santos;Lucas Veríssimo;ZAG;Titular;0;0;0;0;0;0;0;0;0
Santos;Soteldo;MEI;Titular;0;0;0;0;0;0;0;0;0
Santos;Aguilar;ZAG;Titular;0;0;0;0;0;0;0;0;0
Santos;Diego Pituca;MEI;Titular;0;0;0;0;0;0;0;0;0
Santos;Jean Mota;MEI;Titular;0;0;0;0;0;0;0;0;0
Santos;Marinho;ATA;Titular;0;0;0;0;0;0;0;0;0
Santos;Éverson;GOL;Titular;0;0;0;0;0;0;0;0;0
Santos;Jorge Sampaoli;TEC;Titular;0;0;0;0;0;0;0;0;0
Santos;Victor Ferraz;LAT;Titular;0;0;0;0;0;0;0;0;0
Santos;Eduardo Sasha;ATA;Titular;0;0;0;0;0;0;0;0;0
